Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
hemorrhoids,Hydrocortisone Acetate,On Label,RX,25 Reviews,2.67,3.27,2.6,"
					This medication is used to treat hemorrhoids and itching/swelling in the rectum and anus. This is a generic drug. The average cash price for 1 Box, 12 suppository each of the generic (hydrocortisone acetate) is $154.02. You can buy hydrocortisone acetate at the discounted price of $61.79 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hemorrhoids,Hydrocortisone Acetate,On Label,RX,25 Reviews,2.67,3.27,2.6,"
					This medication is used to treat hemorrhoids and itching/swelling in the rectum and anus. This is a generic drug. The average cash price for 1 Box, 12 suppository each of the generic (hydrocortisone acetate) is $154.02. You can buy hydrocortisone acetate at the discounted price of $61.79 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hemorrhoids,Lidocaine,On Label,RX/OTC,21 Reviews,3.31,3.75,3.25,"
					This medication is used to relieve nerve pain after shingles (infection with the herpes zoster virus). This is a generic drug. The average cash price for 1 Box, 30 patch each of the generic (lidocaine) is $294.99. You can buy lidocaine at the discounted price of $131.86 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hemorrhoids,Lidocaine,On Label,RX/OTC,21 Reviews,3.31,3.75,3.25,"
					This medication is used to relieve nerve pain after shingles (infection with the herpes zoster virus). This is a generic drug. The average cash price for 1 Box, 30 patch each of the generic (lidocaine) is $294.99. You can buy lidocaine at the discounted price of $131.86 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hemorrhoids,Lidocaine,On Label,RX/OTC,21 Reviews,3.31,3.75,3.25,"
					This medication is used to relieve nerve pain after shingles (infection with the herpes zoster virus). This is a generic drug. The average cash price for 1 Box, 30 patch each of the generic (lidocaine) is $294.99. You can buy lidocaine at the discounted price of $131.86 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hemorrhoids,"Phenyleph-Shark Oil-Glyc-Pet, Phenyleph-Min Oil-Petrolatum, Cocoa Butter-Shark Liver Oil",On Label,OTC,20 Reviews,2.75,3.56,2.63,"
					This medication is used to temporarily relieve swelling, burning, pain, and itching caused by hemorrhoids. This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 28gm of 1% each of the generic (hydrocortisone) is $11.99. You can buy hydrocortisone at the discounted price of $4.38 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Valacyclovir,On Label,RX,350 Reviews,4.29,4.6,4.15,"
					Valacyclovir is used to treat infections caused by certain types of viruses. This is a generic drug. The average cash price for 21 Tablet(s), 1gm each of the generic (valacyclovir hcl) is $222.79. You can buy valacyclovir hcl at the discounted price of $70.60 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Valacyclovir,On Label,RX,146 Reviews,3.96,4.16,3.61,"
					Valacyclovir is used to treat infections caused by certain types of viruses. This is a generic drug. The average cash price for 21 Tablet(s), 1gm each of the generic (valacyclovir hcl) is $222.79. You can buy valacyclovir hcl at the discounted price of $70.60 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Famciclovir,On Label,RX,61 Reviews,3.92,4.13,3.33,"
					Famciclovir is used to treat infections caused by certain types of viruses. This is a generic drug. The average cash price for 21 Tablet(s), 500mg each of the generic (famciclovir) is $176.79. You can buy famciclovir at the discounted price of $49.04 by using the WebMDRx coupon, a savings of 72%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Acyclovir,On Label,RX,47 Reviews,4.25,3.5,3.75,"
					This medication is used to treat the first outbreak of genital herpes infection. This is a generic drug. The average cash price for 60 Tablet(s), 400mg each of the generic (acyclovir) is $42.99. You can buy acyclovir at the discounted price of $22.65 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Acyclovir Sodium,On Label,RX,9 Reviews,2,3,1.67,"
					This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. This is a generic drug. The average cash price for 6 Vial(s), 10ml of 50mg/ml  each, is $167.99. You can buy acyclovir sodium at the discounted price of $79.61 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
herpes zoster,Acyclovir Sodium,On Label,RX,3 Reviews,5,4.5,5,"
					This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. This is a generic drug. The average cash price for 6 Vial(s), 10ml of 50mg/ml  each, is $167.99. You can buy acyclovir sodium at the discounted price of $79.61 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypercholesterolemia,Simvastatin,On Label,RX,1028 Reviews,3.06,3.83,2.14,"
					Simvastatin is used along with a proper diet to help lower ""bad"" cholesterol and fats (such as LDL, triglycerides) and raise ""good"" cholesterol (HDL) in the blood. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (simvastatin) is $28.99. You can buy simvastatin at the discounted price of $21.49 by using the WebMDRx coupon, a savings of 26%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypercholesterolemia,Atorvastatin,On Label,RX,995 Reviews,3.33,3.84,2.45,"
					Atorvastatin is used along with a proper diet to help lower ""bad"" cholesterol and fats (such as LDL, triglycerides) and raise ""good"" cholesterol (HDL) in the blood. This is a generic drug. The average cash price for 30 Tablet(s), 40mg each of the generic (atorvastatin calcium) is $249.99. You can buy atorvastatin calcium at the discounted price of $29.27 by using the WebMDRx coupon, a savings of 88%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypercholesterolemia,Rosuvastatin,On Label,RX,766 Reviews,3.26,3.82,2.22,"
					Rosuvastatin is used along with a proper diet to help lower ""bad"" cholesterol and fats (such as LDL, triglycerides) and raise ""good"" cholesterol (HDL) in the blood. This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (rosuvastatin calcium) is $195.89. You can buy rosuvastatin calcium at the discounted price of $15.79 by using the WebMDRx coupon, a savings of 92%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril,On Label,RX,4268 Reviews,3.4,4,2.72,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (lisinopril) is $14.79. You can buy lisinopril at the discounted price of $3.54 by using the WebMDRx coupon, a savings of 76%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril,On Label,RX,4268 Reviews,3.4,4,2.72,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (lisinopril) is $14.79. You can buy lisinopril at the discounted price of $3.54 by using the WebMDRx coupon, a savings of 76%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Atenolol,On Label,RX,1268 Reviews,3.74,4.29,3.35,"
					Atenolol is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 50mg each of the generic (atenolol) is $16.39. You can buy atenolol at the discounted price of $7.49 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nebivolol,On Label,RX,895 Reviews,3.28,3.97,2.66,"
					Nebivolol is used to treat high blood pressure. This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 10mg  each, is $180.99. You can buy Bystolic at the discounted price of $152.25 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Valsartan,On Label,RX,853 Reviews,3.55,4.14,3.04,"
					Valsartan is used to treat high blood pressure and heart failure. This is a generic drug. The average cash price for 30 Tablet(s), 160mg each of the generic (valsartan) is $111.99. You can buy valsartan at the discounted price of $40.49 by using the WebMDRx coupon, a savings of 64%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Hydrochlorothiazide,On Label,RX,853 Reviews,3.3,3.96,2.77,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (hydrochlorothiazide) is $11.99. You can buy hydrochlorothiazide at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Amlodipine,On Label,RX,794 Reviews,3.23,3.89,2.56,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (amlodipine besylate) is $57.99. You can buy amlodipine besylate at the discounted price of $13.49 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metoprolol Succinate,On Label,RX,746 Reviews,3.21,3.83,2.63,"
					 This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 50mg each of the generic (metoprolol succinate er) is $40.99. You can buy metoprolol succinate er at the discounted price of $11.20 by using the WebMDRx coupon, a savings of 73%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Amlodipine,On Label,RX,666 Reviews,3.31,3.95,2.65,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (amlodipine besylate) is $57.99. You can buy amlodipine besylate at the discounted price of $13.49 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metoprolol Succinate,On Label,RX,645 Reviews,3.52,4.05,3.07,"
					 This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 50mg each of the generic (metoprolol succinate er) is $40.99. You can buy metoprolol succinate er at the discounted price of $11.20 by using the WebMDRx coupon, a savings of 73%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Olmesartan,On Label,RX,601 Reviews,3.75,4.19,3.11,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 20mg each of the generic (olmesartan medoxomil) is $160.99. You can buy olmesartan medoxomil at the discounted price of $36.76 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Losartan,On Label,RX,595 Reviews,2.98,3.74,2.49,"
					Losartan is used to treat high blood pressure (hypertension) and to help protect the kidneys from damage due to diabetes. This is a generic drug. The average cash price for 30 Tablet(s), 50mg each of the generic (losartan potassium) is $67.99. You can buy losartan potassium at the discounted price of $11.49 by using the WebMDRx coupon, a savings of 83%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metoprolol Tartrate,On Label,RX,582 Reviews,3.21,3.84,2.67,"
					Metoprolol is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. You can buy metoprolol tartrate at the discounted price of $9.96 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,510 Reviews,3.63,4.02,2.75,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (lisinopril-hydrochlorothiazide) is $22.99. You can buy lisinopril-hydrochlorothiazide at the discounted price of $8.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine Hcl,On Label,RX,440 Reviews,3.47,3.68,2.76,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Tablet(s), 0.1mg each of the generic (clonidine hcl) is $20.99. You can buy clonidine hcl at the discounted price of $6.65 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine Hcl,On Label,RX,440 Reviews,3.47,3.68,2.76,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Tablet(s), 0.1mg each of the generic (clonidine hcl) is $20.99. You can buy clonidine hcl at the discounted price of $6.65 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Valsartan-Hydrochlorothiazide,On Label,RX,418 Reviews,3.85,4.19,3.29,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 320-25mg each of the generic (valsartan-hydrochlorothiazide) is $225.99. You can buy valsartan-hydrochlorothiazide at the discounted price of $43.49 by using the WebMDRx coupon, a savings of 81%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Spironolactone,On Label,RX,378 Reviews,3.88,4.36,3.5,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (spironolactone) is $23.39. You can buy spironolactone at the discounted price of $7.49 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Propranolol,On Label,RX,374 Reviews,3.5,4.23,3.17,"
					 This is a generic drug. The average cash price for 60 Tablet(s), 20mg  each, is $81.99. You can buy propranolol hcl at the discounted price of $16.49 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Propranolol,On Label,RX,374 Reviews,3.5,4.23,3.17,"
					 This is a generic drug. The average cash price for 60 Tablet(s), 20mg  each, is $81.99. You can buy propranolol hcl at the discounted price of $16.49 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,"Mupirocin Calcium, Mupirocin",On Label,RX,60 Reviews,3.86,4.55,3.79,"
					 This is a generic drug. The average cash price for 1 Tube, 22gm of 2% each of the generic (mupirocin) is $52.99. You can buy mupirocin at the discounted price of $18.15 by using the WebMDRx coupon, a savings of 66%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,"Mupirocin Calcium, Mupirocin",On Label,RX,60 Reviews,3.86,4.55,3.79,"
					 This is a generic drug. The average cash price for 1 Tube, 22gm of 2% each of the generic (mupirocin) is $52.99. You can buy mupirocin at the discounted price of $18.15 by using the WebMDRx coupon, a savings of 66%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Mupirocin,On Label,RX,52 Reviews,3.91,4.36,3.09,"
					 This is a generic drug. The average cash price for 1 Tube, 22gm of 2% each of the generic (mupirocin) is $52.99. You can buy mupirocin at the discounted price of $18.15 by using the WebMDRx coupon, a savings of 66%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Retapamulin,On Label,RX,28 Reviews,3.88,4.19,3.81,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 15gm of 1%  each, is $363.99. You can buy Altabax at the discounted price of $322.94 by using the WebMDRx coupon, a savings of 11%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Retapamulin,On Label,RX,1 Reviews,4,4,4,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 15gm of 1%  each, is $363.99. You can buy Altabax at the discounted price of $322.94 by using the WebMDRx coupon, a savings of 11%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
impetigo,Mupirocin,On Label,RX,1 Reviews,1,4,1,"
					Mupirocin is used to treat certain skin infections (such as impetigo). This is a brand name drug and a generic may be available. The average cash price for 1 Box, 1 kit  each, is $364.99. You can buy Centany AT at the discounted price of $287.77 by using the WebMDRx coupon, a savings of 21%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Risperidone,On Label,RX,455 Reviews,2.87,3.28,2.41,"
					Risperidone is used to treat certain mental/mood disorders (such as schizophrenia, bipolar disorder, irritability associated with autistic disorder). This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (risperidone) is $39.49. You can buy risperidone at the discounted price of $32.87 by using the WebMDRx coupon, a savings of 17%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Risperidone,On Label,RX,197 Reviews,2.97,3.72,2.52,"
					Risperidone is used to treat certain mental/mood disorders (such as schizophrenia, bipolar disorder, irritability associated with autistic disorder). This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (risperidone) is $39.49. You can buy risperidone at the discounted price of $32.87 by using the WebMDRx coupon, a savings of 17%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Risperidone,On Label,RX,197 Reviews,2.97,3.72,2.52,"
					Risperidone is used to treat certain mental/mood disorders (such as schizophrenia, bipolar disorder, irritability associated with autistic disorder). This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (risperidone) is $39.49. You can buy risperidone at the discounted price of $32.87 by using the WebMDRx coupon, a savings of 17%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Paliperidone,Off Label,RX,168 Reviews,3.96,4.37,3.65,"
					 This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 3mg each of the generic (paliperidone er) is $826.99. You can buy paliperidone er at the discounted price of $317.49 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88,"
					Aripiprazole is used to treat certain mental/mood disorders (such as bipolar disorder, schizophrenia, Tourette's syndrome, and irritability associated with autistic disorder). This is a generic drug. You can buy aripiprazole at the discounted price of $393.82 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88,"
					Aripiprazole is used to treat certain mental/mood disorders (such as bipolar disorder, schizophrenia, Tourette's syndrome, and irritability associated with autistic disorder). This is a generic drug. You can buy aripiprazole at the discounted price of $393.82 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88,"
					Aripiprazole is used to treat certain mental/mood disorders (such as bipolar disorder, schizophrenia, Tourette's syndrome, and irritability associated with autistic disorder). This is a generic drug. You can buy aripiprazole at the discounted price of $393.82 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Risperidone,On Label,RX,18 Reviews,2,2.4,1.4,"
					Risperidone is used to treat certain mental/mood disorders (such as schizophrenia, bipolar disorder, irritability associated with autistic disorder). This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (risperidone) is $39.49. You can buy risperidone at the discounted price of $32.87 by using the WebMDRx coupon, a savings of 17%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Paliperidone,Off Label,RX,16 Reviews,4.75,4.75,4.75,"
					 This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 3mg each of the generic (paliperidone er) is $826.99. You can buy paliperidone er at the discounted price of $317.49 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Infantile Autism,Aripiprazole,On Label,RX,11 Reviews,2.4,2.6,2.4,"
					Aripiprazole is used to treat certain mental/mood disorders (such as bipolar disorder, schizophrenia, Tourette's syndrome, and irritability associated with autistic disorder). This is a generic drug. You can buy aripiprazole at the discounted price of $393.82 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Influenza,Oseltamivir,On Label,RX,383 Reviews,3.53,3.81,3.13,"
					Oseltamivir is used to treat symptoms caused by the flu virus (influenza). This is a generic drug. The average cash price for 10 Capsule(s), 75mg each of the generic (oseltamivir phosphate) is $101.99. You can buy oseltamivir phosphate at the discounted price of $45.00 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Influenza,Oseltamivir,On Label,RX,383 Reviews,3.53,3.81,3.13,"
					Oseltamivir is used to treat symptoms caused by the flu virus (influenza). This is a generic drug. The average cash price for 10 Capsule(s), 75mg each of the generic (oseltamivir phosphate) is $101.99. You can buy oseltamivir phosphate at the discounted price of $45.00 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Influenza,Zanamivir,On Label,RX,19 Reviews,3.25,3.69,3,"
					Zanamivir is used to treat symptoms caused by the flu virus (influenza) if you have had symptoms for 2 days or less. This is a brand name drug and a generic may be available. The average cash price for 1 Inhaler, 20 aerosol powder breath activated  each, is $81.99. You can buy Relenza Diskhaler at the discounted price of $65.51 by using the WebMDRx coupon, a savings of 20%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Influenza,Zanamivir,On Label,RX,1 Reviews,1,1,1,"
					Zanamivir is used to treat symptoms caused by the flu virus (influenza) if you have had symptoms for 2 days or less. This is a brand name drug and a generic may be available. The average cash price for 1 Inhaler, 20 aerosol powder breath activated  each, is $81.99. You can buy Relenza Diskhaler at the discounted price of $65.51 by using the WebMDRx coupon, a savings of 20%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
meniere's disease,Dimenhydrinate,Off Label,OTC,24 Reviews,3.67,4.67,3.67,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Package, 8 tablets chewable  each, is $8.49. You can buy Dramamine for Kids at the discounted price of $5.86 by using the WebMDRx coupon, a savings of 31%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
meniere's disease,Dimenhydrinate,Off Label,OTC,6 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Package, 8 tablets chewable  each, is $8.49. You can buy Dramamine for Kids at the discounted price of $5.86 by using the WebMDRx coupon, a savings of 31%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
meniere's disease,Dimenhydrinate,Off Label,OTC,4 Reviews,5,5,1,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Package, 8 tablets chewable  each, is $8.49. You can buy Dramamine for Kids at the discounted price of $5.86 by using the WebMDRx coupon, a savings of 31%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 10 Tablet(s), 50mg each of the generic (dimenhydrinate) is $4.00. You can buy dimenhydrinate at the discounted price of $2.64 by using the WebMDRx coupon, a savings of 34%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,4,4,4,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Package, 8 tablets chewable  each, is $8.49. You can buy Dramamine for Kids at the discounted price of $5.86 by using the WebMDRx coupon, a savings of 31%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
